ds,frequency
2021-03-09 12:04:00,82
2021-03-09 18:38:00,82
2021-03-09 09:56:00,81
2021-03-09 10:03:00,81
2021-03-09 18:25:00,81
2021-03-10 11:10:00,81
2021-03-09 11:17:00,81
2021-03-10 12:03:00,81
2021-03-09 15:55:00,81
2021-03-10 09:52:00,81
2021-03-09 18:08:00,81
2021-03-10 08:56:00,81
2021-03-09 18:48:00,81
2021-03-10 09:11:00,81
2021-03-10 11:21:00,81
2021-03-10 12:12:00,81
2021-03-10 11:03:00,81
2021-03-09 17:45:00,81
2021-03-10 12:18:00,81
2021-03-09 09:05:00,81
2021-03-09 10:06:00,81
2021-03-10 11:43:00,81
2021-03-09 10:02:00,81
2021-03-08 19:39:00,81
2021-03-08 19:34:00,80
2021-03-09 18:24:00,80
2021-03-10 09:27:00,80
2021-03-09 17:26:00,80
2021-03-09 11:18:00,80
2021-03-09 10:21:00,80
2021-03-08 20:57:00,80
2021-03-09 19:13:00,80
2021-03-09 09:42:00,80
2021-03-09 18:47:00,80
2021-03-09 16:54:00,80
2021-03-08 19:50:00,80
2021-03-10 11:06:00,80
2021-03-08 20:15:00,80
2021-03-10 08:32:00,80
2021-03-10 08:37:00,80
2021-03-08 21:07:00,80
2021-03-10 09:13:00,80
2021-03-09 11:27:00,80
2021-03-09 10:28:00,80
2021-03-08 19:21:00,80
2021-03-08 19:22:00,80
2021-03-09 10:37:00,79
2021-03-09 15:30:00,79
2021-03-09 08:13:00,79
2021-03-10 12:56:00,79
2021-03-10 12:26:00,79
2021-03-09 08:41:00,79
2021-03-10 12:15:00,79
2021-03-08 15:30:00,79
2021-03-09 18:32:00,79
2021-03-08 15:09:00,79
2021-03-08 19:10:00,79
2021-03-09 18:51:00,79
2021-03-10 11:28:00,79
2021-03-08 18:47:00,79
2021-03-09 09:09:00,79
2021-03-08 19:20:00,79
2021-03-08 16:30:00,79
2021-03-10 12:17:00,79
2021-03-10 12:08:00,79
2021-03-09 19:27:00,79
2021-03-08 22:44:00,79
2021-03-09 10:07:00,79
2021-03-09 16:01:00,78
2021-03-09 18:05:00,78
2021-03-09 14:50:00,78
2021-03-09 15:48:00,78
2021-03-09 09:19:00,78
2021-03-08 20:40:00,78
2021-03-08 19:35:00,78
2021-03-08 19:29:00,78
2021-03-09 14:42:00,78
2021-03-09 09:41:00,78
2021-03-09 08:42:00,78
2021-03-09 17:58:00,78
2021-03-10 08:59:00,78
2021-03-08 15:00:00,78
2021-03-10 11:14:00,78
2021-03-09 11:30:00,78
2021-03-09 10:16:00,78
2021-03-09 17:44:00,78
2021-03-10 11:09:00,78
2021-03-10 11:40:00,78
2021-03-08 19:05:00,78
2021-03-10 12:23:00,78
2021-03-10 11:59:00,78
2021-03-10 09:46:00,77
2021-03-08 19:46:00,77
2021-03-09 17:54:00,77
2021-03-09 10:48:00,77
2021-03-09 17:35:00,77
2021-03-08 18:52:00,77
2021-03-10 11:42:00,77
2021-03-09 10:14:00,77
2021-03-09 15:31:00,77
2021-03-08 20:16:00,77
2021-03-09 11:24:00,77
2021-03-09 17:10:00,77
2021-03-08 19:23:00,77
2021-03-08 20:18:00,77
2021-03-10 12:24:00,77
2021-03-09 09:59:00,77
2021-03-08 20:49:00,77
2021-03-08 18:45:00,77
2021-03-08 20:41:00,77
2021-03-09 12:10:00,77
2021-03-09 18:44:00,77
2021-03-09 15:22:00,77
2021-03-10 08:49:00,77
2021-03-10 11:13:00,77
2021-03-09 15:39:00,77
2021-03-10 11:34:00,77
2021-03-09 10:22:00,77
2021-03-10 11:52:00,76
2021-03-10 12:21:00,76
2021-03-09 18:16:00,76
2021-03-09 16:09:00,76
2021-03-08 20:04:00,76
2021-03-10 10:44:00,76
2021-03-09 08:52:00,76
2021-03-09 10:40:00,76
2021-03-09 10:31:00,76
2021-03-08 09:42:00,76
2021-03-10 11:39:00,76
2021-03-10 12:43:00,76
2021-03-09 15:38:00,76
2021-03-09 07:58:00,76
2021-03-09 09:39:00,76
2021-03-08 09:30:00,76
2021-03-09 17:40:00,76
2021-03-10 11:33:00,76
2021-03-09 15:08:00,76
2021-03-09 17:41:00,76
2021-03-08 18:20:00,76
2021-03-09 08:26:00,76
2021-03-09 08:49:00,76
2021-03-09 16:28:00,76
2021-03-09 14:28:00,76
2021-03-08 19:54:00,76
2021-03-09 08:24:00,76
2021-03-09 12:17:00,76
2021-03-09 18:21:00,76
2021-03-09 16:33:00,76
2021-03-10 13:02:00,76
2021-03-09 18:03:00,76
2021-03-09 17:06:00,76
2021-03-09 17:56:00,75
2021-03-10 10:27:00,75
2021-03-09 09:49:00,75
2021-03-08 19:08:00,75
2021-03-09 14:03:00,75
2021-03-09 15:40:00,75
2021-03-08 09:22:00,75
2021-03-10 11:27:00,75
2021-03-08 13:49:00,75
2021-03-10 11:29:00,75
2021-03-09 08:54:00,75
2021-03-09 09:33:00,75
2021-03-09 10:05:00,75
2021-03-08 17:45:00,75
2021-03-08 19:25:00,75
2021-03-10 12:32:00,75
2021-03-09 10:32:00,75
2021-03-08 19:48:00,75
2021-03-10 10:03:00,75
2021-03-10 11:58:00,75
2021-03-10 12:04:00,75
2021-03-09 12:15:00,75
2021-03-08 09:47:00,75
2021-03-09 17:36:00,75
2021-03-10 11:31:00,74
2021-03-10 11:48:00,74
2021-03-08 20:34:00,74
2021-03-09 10:52:00,74
2021-03-08 18:01:00,74
2021-03-09 16:58:00,74
2021-03-09 10:15:00,74
2021-03-10 12:06:00,74
2021-03-10 12:22:00,74
2021-03-09 18:31:00,74
2021-03-09 18:27:00,74
2021-03-09 10:44:00,74
2021-03-10 12:36:00,74
2021-03-10 12:51:00,74
2021-03-10 12:14:00,74
2021-03-10 08:43:00,74
2021-03-09 11:23:00,74
2021-03-09 11:37:00,74
2021-03-09 16:22:00,74
2021-03-10 12:27:00,74
2021-03-09 15:18:00,73
2021-03-09 10:57:00,73
2021-03-10 12:45:00,73
2021-03-09 16:17:00,73
2021-03-08 10:30:00,73
2021-03-09 09:15:00,73
2021-03-08 13:50:00,73
2021-03-09 14:59:00,73
2021-03-09 17:20:00,73
2021-03-10 12:34:00,73
2021-03-09 10:25:00,73
2021-03-09 09:46:00,73
2021-03-09 15:32:00,73
2021-03-09 17:12:00,73
2021-03-08 19:01:00,73
2021-03-09 10:49:00,73
2021-03-08 19:53:00,73
2021-03-08 20:06:00,73
2021-03-10 08:54:00,73
2021-03-09 17:37:00,73
2021-03-09 15:11:00,73
2021-03-10 11:25:00,73
2021-03-09 10:51:00,73
2021-03-09 17:48:00,73
2021-03-09 15:29:00,73
2021-03-08 18:58:00,73
2021-03-08 18:05:00,73
2021-03-09 17:55:00,73
2021-03-08 18:55:00,73
2021-03-09 12:11:00,73
2021-03-08 21:37:00,73
2021-03-09 15:53:00,72
2021-03-09 11:32:00,72
2021-03-09 08:22:00,72
2021-03-09 08:51:00,72
2021-03-09 14:32:00,72
2021-03-09 11:06:00,72
2021-03-08 10:06:00,72
2021-03-09 14:16:00,72
2021-03-09 18:41:00,72
2021-03-09 18:39:00,72
2021-03-10 12:11:00,72
2021-03-09 10:56:00,72
2021-03-10 10:17:00,72
2021-03-10 12:52:00,72
2021-03-08 15:02:00,72
2021-03-10 12:19:00,72
2021-03-09 10:04:00,72
2021-03-08 10:32:00,72
2021-03-09 17:13:00,72
2021-03-08 19:51:00,72
2021-03-09 10:01:00,72
2021-03-08 20:08:00,72
2021-03-09 15:35:00,71
2021-03-09 11:15:00,71
2021-03-09 17:49:00,71
2021-03-08 19:18:00,71
2021-03-08 19:41:00,71
2021-03-08 19:38:00,71
2021-03-09 16:19:00,71
2021-03-09 16:15:00,71
2021-03-09 08:46:00,71
2021-03-09 16:35:00,71
2021-03-08 19:28:00,71
2021-03-09 12:00:00,71
2021-03-09 12:01:00,71
2021-03-10 11:18:00,71
2021-03-10 12:50:00,71
2021-03-08 10:28:00,71
2021-03-09 18:17:00,71
2021-03-09 11:04:00,71
2021-03-08 18:30:00,71
2021-03-10 11:46:00,71
2021-03-09 10:08:00,71
2021-03-09 15:06:00,71
2021-03-08 09:24:00,71
2021-03-08 18:49:00,71
2021-03-10 11:54:00,71
2021-03-09 15:19:00,71
2021-03-09 08:50:00,71
2021-03-08 19:47:00,71
2021-03-08 09:25:00,71
2021-03-08 17:10:00,71
2021-03-09 18:06:00,70
2021-03-09 17:02:00,70
2021-03-08 10:11:00,70
2021-03-09 09:51:00,70
2021-03-09 11:07:00,70
2021-03-09 14:36:00,70
2021-03-08 19:13:00,70
2021-03-09 17:08:00,70
2021-03-09 10:42:00,70
2021-03-10 08:46:00,70
2021-03-09 10:24:00,70
2021-03-08 09:32:00,70
2021-03-10 12:37:00,70
2021-03-08 19:24:00,70
2021-03-08 15:10:00,70
2021-03-09 18:14:00,70
2021-03-09 15:05:00,70
2021-03-08 10:43:00,70
2021-03-09 13:30:00,70
2021-03-09 10:10:00,70
2021-03-10 11:35:00,70
2021-03-10 11:57:00,70
2021-03-08 09:38:00,70
2021-03-09 16:13:00,70
2021-03-08 19:17:00,70
2021-03-10 12:33:00,70
2021-03-09 17:27:00,70
2021-03-08 15:46:00,70
2021-03-09 10:43:00,70
2021-03-09 11:14:00,70
2021-03-08 13:00:00,70
2021-03-08 09:31:00,70
2021-03-10 12:07:00,70
2021-03-10 12:53:00,70
2021-03-08 18:50:00,70
2021-03-09 18:26:00,69
2021-03-09 11:35:00,69
2021-03-08 20:09:00,69
2021-03-09 16:16:00,69
2021-03-08 09:41:00,69
2021-03-10 11:36:00,69
2021-03-08 17:00:00,69
2021-03-09 12:13:00,69
2021-03-10 13:05:00,69
2021-03-09 15:12:00,69
2021-03-09 17:32:00,69
2021-03-09 11:11:00,69
2021-03-08 18:04:00,69
2021-03-09 17:50:00,69
2021-03-08 15:56:00,69
2021-03-08 13:24:00,69
2021-03-09 09:47:00,69
2021-03-09 17:11:00,69
2021-03-10 12:42:00,69
2021-03-10 11:19:00,69
2021-03-09 14:08:00,69
2021-03-08 19:58:00,69
2021-03-08 12:05:00,69
2021-03-09 17:18:00,69
2021-03-10 12:13:00,69
2021-03-09 11:48:00,69
2021-03-09 15:54:00,69
2021-03-09 10:35:00,69
2021-03-08 19:42:00,69
2021-03-09 11:22:00,69
2021-03-08 18:34:00,69
2021-03-10 11:45:00,69
2021-03-09 16:18:00,69
2021-03-10 11:41:00,69
2021-03-09 15:21:00,69
2021-03-08 19:14:00,69
2021-03-09 18:34:00,69
2021-03-09 10:26:00,69
2021-03-09 16:37:00,68
2021-03-09 10:50:00,68
2021-03-10 13:04:00,68
2021-03-09 10:39:00,68
2021-03-09 11:20:00,68
2021-03-09 15:59:00,68
2021-03-09 18:04:00,68
2021-03-09 11:50:00,68
2021-03-09 17:25:00,68
2021-03-10 08:57:00,68
2021-03-08 19:06:00,68
2021-03-09 18:19:00,68
2021-03-08 19:16:00,68
2021-03-09 17:22:00,68
2021-03-09 15:34:00,68
2021-03-09 15:47:00,68
2021-03-09 16:14:00,68
2021-03-08 18:29:00,68
2021-03-09 17:21:00,68
2021-03-09 14:22:00,68
2021-03-08 16:44:00,67
2021-03-08 12:12:00,67
2021-03-09 10:54:00,67
2021-03-08 10:26:00,67
2021-03-08 18:59:00,67
2021-03-09 17:57:00,67
2021-03-09 17:05:00,67
2021-03-09 12:52:00,67
2021-03-09 11:16:00,67
2021-03-09 18:20:00,67
2021-03-08 15:22:00,67
2021-03-08 20:17:00,67
2021-03-08 18:36:00,67
2021-03-10 11:38:00,67
2021-03-09 18:12:00,67
2021-03-09 16:08:00,67
2021-03-09 11:19:00,67
2021-03-08 17:24:00,67
2021-03-09 16:56:00,67
2021-03-09 10:46:00,67
2021-03-10 12:59:00,67
2021-03-09 12:18:00,67
2021-03-08 09:59:00,67
2021-03-08 14:50:00,67
2021-03-09 16:52:00,67
2021-03-08 15:06:00,67
2021-03-09 14:48:00,66
2021-03-10 12:28:00,66
2021-03-08 10:38:00,66
2021-03-09 10:38:00,66
2021-03-09 11:10:00,66
2021-03-09 14:40:00,66
2021-03-08 09:45:00,66
2021-03-10 12:46:00,66
2021-03-10 11:56:00,66
2021-03-08 14:42:00,66
2021-03-09 16:44:00,66
2021-03-09 10:33:00,66
2021-03-09 18:18:00,66
2021-03-09 11:55:00,66
2021-03-08 19:27:00,66
2021-03-08 10:34:00,66
2021-03-09 17:28:00,66
2021-03-10 12:44:00,66
2021-03-09 17:39:00,66
2021-03-08 09:15:00,66
2021-03-08 10:42:00,66
2021-03-08 15:01:00,66
2021-03-09 12:54:00,66
2021-03-09 16:45:00,66
2021-03-09 13:13:00,66
2021-03-09 15:42:00,66
2021-03-10 10:53:00,66
2021-03-09 13:56:00,66
2021-03-09 10:59:00,66
2021-03-08 19:32:00,66
2021-03-08 18:10:00,66
2021-03-08 18:09:00,66
2021-03-08 15:59:00,66
2021-03-08 16:41:00,65
2021-03-09 14:18:00,65
2021-03-08 17:49:00,65
2021-03-10 12:02:00,65
2021-03-09 14:17:00,65
2021-03-08 12:07:00,65
2021-03-09 11:47:00,65
2021-03-09 11:12:00,65
2021-03-09 16:11:00,65
2021-03-09 16:34:00,65
2021-03-09 12:43:00,65
2021-03-09 13:05:00,65
2021-03-10 12:01:00,65
2021-03-08 20:07:00,65
2021-03-10 12:47:00,65
2021-03-09 18:13:00,65
2021-03-09 14:57:00,65
2021-03-09 15:44:00,65
2021-03-09 15:16:00,65
2021-03-09 15:01:00,65
2021-03-09 15:27:00,65
2021-03-08 17:25:00,65
2021-03-09 17:24:00,65
2021-03-09 16:47:00,65
2021-03-09 13:46:00,65
2021-03-08 19:12:00,65
2021-03-08 09:40:00,65
2021-03-08 14:00:00,65
2021-03-09 15:36:00,65
2021-03-09 18:50:00,65
2021-03-08 15:16:00,65
2021-03-09 10:19:00,65
2021-03-09 17:47:00,65
2021-03-09 17:34:00,64
2021-03-09 12:03:00,64
2021-03-09 10:36:00,64
2021-03-09 13:43:00,64
2021-03-09 17:29:00,64
2021-03-09 11:41:00,64
2021-03-09 11:09:00,64
2021-03-08 09:28:00,64
2021-03-09 16:42:00,64
2021-03-09 11:03:00,64
2021-03-08 16:40:00,64
2021-03-10 13:01:00,64
2021-03-09 15:56:00,64
2021-03-08 15:32:00,64
2021-03-08 18:15:00,64
2021-03-08 10:29:00,64
2021-03-09 15:28:00,64
2021-03-09 12:06:00,64
2021-03-08 20:43:00,64
2021-03-09 10:23:00,64
2021-03-09 15:10:00,64
2021-03-08 09:51:00,64
2021-03-09 15:14:00,64
2021-03-08 15:54:00,64
2021-03-09 13:15:00,64
2021-03-08 18:37:00,64
2021-03-08 15:26:00,64
2021-03-09 14:46:00,64
2021-03-09 12:34:00,64
2021-03-08 19:09:00,64
2021-03-09 10:47:00,64
2021-03-09 15:58:00,64
2021-03-09 15:09:00,64
2021-03-09 16:50:00,63
2021-03-08 18:31:00,63
2021-03-09 12:36:00,63
2021-03-10 12:41:00,63
2021-03-08 09:35:00,63
2021-03-08 14:31:00,63
2021-03-09 11:26:00,63
2021-03-08 18:53:00,63
2021-03-08 15:40:00,63
2021-03-09 11:33:00,63
2021-03-09 10:41:00,63
2021-03-08 11:55:00,63
2021-03-09 18:23:00,63
2021-03-09 15:24:00,63
2021-03-09 14:01:00,63
2021-03-08 17:59:00,63
2021-03-08 18:22:00,63
2021-03-09 11:34:00,63
2021-03-09 12:40:00,63
2021-03-09 14:49:00,63
2021-03-09 13:28:00,63
2021-03-09 16:41:00,63
2021-03-09 11:52:00,63
2021-03-09 15:17:00,63
2021-03-08 14:54:00,63
2021-03-10 12:39:00,63
2021-03-09 16:39:00,63
2021-03-09 14:15:00,63
2021-03-08 19:07:00,63
2021-03-09 14:55:00,63
2021-03-09 12:47:00,63
2021-03-08 18:18:00,63
2021-03-09 16:25:00,63
2021-03-08 13:20:00,63
2021-03-08 12:15:00,63
2021-03-09 12:26:00,62
2021-03-09 15:15:00,62
2021-03-09 17:59:00,62
2021-03-09 11:29:00,62
2021-03-08 14:30:00,62
2021-03-09 12:38:00,62
2021-03-08 15:20:00,62
2021-03-08 15:31:00,62
2021-03-09 17:43:00,62
2021-03-08 09:21:00,62
2021-03-09 17:51:00,62
2021-03-09 13:06:00,62
2021-03-09 14:23:00,62
2021-03-09 18:11:00,62
2021-03-08 18:39:00,62
2021-03-08 14:58:00,62
2021-03-09 16:27:00,62
2021-03-09 14:12:00,62
2021-03-08 16:12:00,62
2021-03-09 13:45:00,62
2021-03-08 18:38:00,62
2021-03-08 10:31:00,62
2021-03-09 13:21:00,62
2021-03-08 15:35:00,62
2021-03-09 17:46:00,62
2021-03-09 10:17:00,62
2021-03-08 17:40:00,62
2021-03-09 12:50:00,62
2021-03-09 16:10:00,62
2021-03-10 12:29:00,62
2021-03-08 10:09:00,62
2021-03-09 15:33:00,62
2021-03-09 14:27:00,62
2021-03-08 10:45:00,62
2021-03-08 16:01:00,61
2021-03-08 10:14:00,61
2021-03-08 17:26:00,61
2021-03-08 18:35:00,61
2021-03-09 11:08:00,61
2021-03-09 16:07:00,61
2021-03-09 10:55:00,61
2021-03-08 11:34:00,61
2021-03-08 16:42:00,61
2021-03-08 18:28:00,61
2021-03-09 14:06:00,61
2021-03-08 19:52:00,61
2021-03-08 10:23:00,61
2021-03-08 15:13:00,61
2021-03-08 19:02:00,61
2021-03-09 10:29:00,61
2021-03-09 13:16:00,61
2021-03-09 13:23:00,61
2021-03-08 18:32:00,61
2021-03-09 08:47:00,61
2021-03-08 09:43:00,61
2021-03-09 11:44:00,61
2021-03-09 16:38:00,61
2021-03-09 12:35:00,61
2021-03-08 15:12:00,61
2021-03-08 14:52:00,61
2021-03-08 18:24:00,61
2021-03-08 16:57:00,61
2021-03-08 15:48:00,61
2021-03-08 09:27:00,61
2021-03-09 15:50:00,61
2021-03-09 16:32:00,61
2021-03-09 13:40:00,61
2021-03-08 16:15:00,61
2021-03-09 15:51:00,61
2021-03-09 12:45:00,60
2021-03-09 16:06:00,60
2021-03-09 13:59:00,60
2021-03-08 09:20:00,60
2021-03-08 19:57:00,60
2021-03-10 11:50:00,60
2021-03-09 12:05:00,60
2021-03-09 11:51:00,60
2021-03-09 13:42:00,60
2021-03-08 10:08:00,60
2021-03-09 10:53:00,60
2021-03-08 18:33:00,60
2021-03-08 15:25:00,60
2021-03-08 12:19:00,60
2021-03-08 10:13:00,60
2021-03-09 11:49:00,60
2021-03-08 16:20:00,60
2021-03-09 11:28:00,60
2021-03-09 11:59:00,60
2021-03-08 09:53:00,60
2021-03-09 11:39:00,60
2021-03-08 09:37:00,60
2021-03-08 15:11:00,60
2021-03-10 12:57:00,60
2021-03-09 15:23:00,60
2021-03-08 15:49:00,60
2021-03-08 10:10:00,60
2021-03-09 15:25:00,60
2021-03-09 16:31:00,60
2021-03-08 18:44:00,60
2021-03-08 09:16:00,60
2021-03-08 09:23:00,60
2021-03-08 17:42:00,60
2021-03-08 12:16:00,60
2021-03-09 17:03:00,60
2021-03-08 12:17:00,60
2021-03-09 16:02:00,60
2021-03-08 18:56:00,60
2021-03-08 16:53:00,60
2021-03-08 16:09:00,60
2021-03-08 17:03:00,60
2021-03-08 14:53:00,60
2021-03-08 09:26:00,60
2021-03-09 13:47:00,59
2021-03-08 15:57:00,59
2021-03-09 13:25:00,59
2021-03-09 11:54:00,59
2021-03-09 14:07:00,59
2021-03-08 15:42:00,59
2021-03-09 14:52:00,59
2021-03-08 15:04:00,59
2021-03-10 12:35:00,59
2021-03-08 10:44:00,59
2021-03-08 15:07:00,59
2021-03-09 17:17:00,59
2021-03-09 12:16:00,59
2021-03-08 12:22:00,59
2021-03-08 10:24:00,59
2021-03-08 09:14:00,59
2021-03-08 18:51:00,59
2021-03-09 15:37:00,59
2021-03-09 11:56:00,59
2021-03-08 10:18:00,59
2021-03-09 14:43:00,59
2021-03-08 19:44:00,59
2021-03-09 11:57:00,59
2021-03-09 16:49:00,59
2021-03-09 13:19:00,59
2021-03-09 15:26:00,59
2021-03-08 10:01:00,59
2021-03-08 09:39:00,59
2021-03-08 18:54:00,59
2021-03-09 12:21:00,59
2021-03-08 11:18:00,59
2021-03-08 18:13:00,59
2021-03-08 18:17:00,59
2021-03-10 12:40:00,59
2021-03-08 13:22:00,58
2021-03-08 10:46:00,58
2021-03-09 12:55:00,58
2021-03-08 09:52:00,58
2021-03-09 17:19:00,58
2021-03-08 17:30:00,58
2021-03-08 12:30:00,58
2021-03-08 15:50:00,58
2021-03-08 10:49:00,58
2021-03-09 13:18:00,58
2021-03-09 14:37:00,58
2021-03-10 11:53:00,58
2021-03-09 16:51:00,58
2021-03-08 10:35:00,58
2021-03-09 14:25:00,58
2021-03-08 16:46:00,58
2021-03-08 14:59:00,58
2021-03-09 15:41:00,58
2021-03-08 09:44:00,58
2021-03-09 14:20:00,58
2021-03-09 17:23:00,58
2021-03-09 15:57:00,58
2021-03-08 15:23:00,58
2021-03-09 17:16:00,58
2021-03-09 13:22:00,58
2021-03-09 14:41:00,58
2021-03-08 11:14:00,58
2021-03-09 13:38:00,58
2021-03-09 13:07:00,58
2021-03-08 12:54:00,58
2021-03-08 11:35:00,58
2021-03-09 12:58:00,58
2021-03-09 12:42:00,58
2021-03-08 14:27:00,57
2021-03-08 16:38:00,57
2021-03-09 14:34:00,57
2021-03-09 12:29:00,57
2021-03-08 18:03:00,57
2021-03-08 15:55:00,57
2021-03-08 14:20:00,57
2021-03-08 17:20:00,57
2021-03-08 10:16:00,57
2021-03-10 12:31:00,57
2021-03-09 18:09:00,57
2021-03-09 16:48:00,57
2021-03-08 17:13:00,57
2021-03-08 14:48:00,57
2021-03-08 11:28:00,57
2021-03-08 16:10:00,57
2021-03-09 12:25:00,57
2021-03-09 16:29:00,57
2021-03-09 16:03:00,57
2021-03-09 12:23:00,57
2021-03-08 12:03:00,57
2021-03-09 14:58:00,57
2021-03-08 13:34:00,57
2021-03-08 13:51:00,57
2021-03-08 11:12:00,57
2021-03-08 18:41:00,57
2021-03-08 17:37:00,57
2021-03-10 12:58:00,57
2021-03-09 12:02:00,57
2021-03-09 13:53:00,57
2021-03-09 16:24:00,57
2021-03-09 14:05:00,57
2021-03-08 16:27:00,57
2021-03-08 17:53:00,57
2021-03-08 10:25:00,57
2021-03-09 12:12:00,57
2021-03-08 10:36:00,57
2021-03-09 13:09:00,57
2021-03-09 13:11:00,57
2021-03-08 10:27:00,57
2021-03-08 15:14:00,57
2021-03-08 17:21:00,57
2021-03-09 14:54:00,57
2021-03-08 16:43:00,57
2021-03-09 16:23:00,57
2021-03-09 11:38:00,57
2021-03-08 16:51:00,57
2021-03-09 16:46:00,57
2021-03-09 13:20:00,57
2021-03-08 11:08:00,56
2021-03-08 15:28:00,56
2021-03-10 12:38:00,56
2021-03-09 11:05:00,56
2021-03-08 16:35:00,56
2021-03-09 13:58:00,56
2021-03-09 17:42:00,56
2021-03-08 11:44:00,56
2021-03-08 09:34:00,56
2021-03-08 11:15:00,56
2021-03-08 14:45:00,56
2021-03-09 12:32:00,56
2021-03-09 15:52:00,56
2021-03-09 14:04:00,56
2021-03-09 14:39:00,56
2021-03-08 16:48:00,56
2021-03-08 17:18:00,56
2021-03-09 11:58:00,56
2021-03-10 13:03:00,56
2021-03-08 15:43:00,56
2021-03-08 09:36:00,56
2021-03-08 10:40:00,56
2021-03-08 09:54:00,56
2021-03-09 10:58:00,56
2021-03-08 16:50:00,56
2021-03-09 14:56:00,56
2021-03-08 18:21:00,56
2021-03-09 15:46:00,56
2021-03-08 17:48:00,56
2021-03-08 11:01:00,56
2021-03-08 15:58:00,56
2021-03-08 18:25:00,56
2021-03-08 13:10:00,56
2021-03-08 17:15:00,56
2021-03-08 10:19:00,56
2021-03-09 11:31:00,55
2021-03-09 13:57:00,55
2021-03-09 17:33:00,55
2021-03-09 11:43:00,55
2021-03-08 16:58:00,55
2021-03-08 10:58:00,55
2021-03-08 11:47:00,55
2021-03-08 18:48:00,55
2021-03-08 10:07:00,55
2021-03-09 16:04:00,55
2021-03-08 10:22:00,55
2021-03-08 17:09:00,55
2021-03-08 10:48:00,55
2021-03-09 14:14:00,55
2021-03-08 17:58:00,55
2021-03-09 10:34:00,55
2021-03-08 10:02:00,55
2021-03-08 18:07:00,55
2021-03-09 13:37:00,55
2021-03-09 16:05:00,55
2021-03-08 11:09:00,55
2021-03-08 14:12:00,55
2021-03-08 15:34:00,55
2021-03-08 13:01:00,55
2021-03-09 17:04:00,55
2021-03-09 12:14:00,55
2021-03-09 14:02:00,55
2021-03-09 14:31:00,55
2021-03-08 17:19:00,55
2021-03-09 11:36:00,55
2021-03-08 15:17:00,55
2021-03-08 16:24:00,55
2021-03-08 09:58:00,55
2021-03-09 14:33:00,55
2021-03-08 13:30:00,55
2021-03-09 12:20:00,55
2021-03-08 17:46:00,55
2021-03-09 16:36:00,55
2021-03-08 10:15:00,55
2021-03-09 13:41:00,55
2021-03-09 13:55:00,54
2021-03-08 09:50:00,54
2021-03-08 11:02:00,54
2021-03-09 11:45:00,54
2021-03-09 12:33:00,54
2021-03-08 10:03:00,54
2021-03-08 17:32:00,54
2021-03-08 09:46:00,54
2021-03-08 18:08:00,54
2021-03-09 12:28:00,54
2021-03-08 15:05:00,54
2021-03-08 11:52:00,54
2021-03-08 15:52:00,54
2021-03-08 18:02:00,54
2021-03-08 10:17:00,54
2021-03-10 12:49:00,54
2021-03-08 10:56:00,54
2021-03-09 16:26:00,54
2021-03-09 13:52:00,54
2021-03-09 17:07:00,54
2021-03-08 15:51:00,54
2021-03-08 14:49:00,54
2021-03-08 10:05:00,54
2021-03-09 13:24:00,54
2021-03-09 14:19:00,54
2021-03-09 12:46:00,54
2021-03-09 16:40:00,54
2021-03-08 10:57:00,54
2021-03-08 17:35:00,54
2021-03-09 12:24:00,54
2021-03-09 15:43:00,54
2021-03-09 13:17:00,54
2021-03-08 13:12:00,54
2021-03-10 12:55:00,54
2021-03-08 14:41:00,54
2021-03-09 13:49:00,54
2021-03-09 13:04:00,54
2021-03-09 14:51:00,53
2021-03-08 11:10:00,53
2021-03-08 15:44:00,53
2021-03-08 16:56:00,53
2021-03-09 14:53:00,53
2021-03-09 13:50:00,53
2021-03-09 17:14:00,53
2021-03-08 12:04:00,53
2021-03-08 09:13:00,53
2021-03-08 14:57:00,53
2021-03-08 18:11:00,53
2021-03-08 09:33:00,53
2021-03-08 15:15:00,53
2021-03-08 19:04:00,53
2021-03-08 10:51:00,53
2021-03-08 11:04:00,53
2021-03-09 14:35:00,53
2021-03-08 17:11:00,53
2021-03-08 11:58:00,53
2021-03-09 13:08:00,53
2021-03-09 13:39:00,53
2021-03-08 15:19:00,53
2021-03-09 11:42:00,53
2021-03-08 15:41:00,53
2021-03-08 13:31:00,53
2021-03-08 16:03:00,53
2021-03-08 16:02:00,53
2021-03-08 11:20:00,53
2021-03-08 17:33:00,53
2021-03-09 13:02:00,53
2021-03-08 14:34:00,53
2021-03-09 13:01:00,53
2021-03-09 12:44:00,52
2021-03-08 11:36:00,52
2021-03-09 13:29:00,52
2021-03-08 14:55:00,52
2021-03-08 18:16:00,52
2021-03-08 10:33:00,52
2021-03-09 13:51:00,52
2021-03-08 11:53:00,52
2021-03-08 16:22:00,52
2021-03-08 09:55:00,52
2021-03-08 10:12:00,52
2021-03-09 14:24:00,52
2021-03-08 13:52:00,52
2021-03-08 18:26:00,52
2021-03-08 14:36:00,52
2021-03-08 12:58:00,52
2021-03-08 17:28:00,52
2021-03-08 15:33:00,52
2021-03-08 12:08:00,52
2021-03-08 15:53:00,52
2021-03-08 11:45:00,52
2021-03-08 13:03:00,52
2021-03-09 12:19:00,52
2021-03-08 18:40:00,52
2021-03-08 10:20:00,52
2021-03-08 17:39:00,52
2021-03-09 17:09:00,52
2021-03-09 13:48:00,52
2021-03-08 17:55:00,52
